ind,pop,continent,country,latitude,longitude,sample_size,contributor,data_set,type,samples_size
HG01680,Spanish_Cantabria_IBS,WestEurasia,Spain,43.3,-4,5,Coriell Cell Repositories,HOG,array,0
HG01679,Spanish_Cantabria_IBS,WestEurasia,Spain,43.3,-4,5,Coriell Cell Repositories,HOG,array,0
HG01770,Spanish_Cantabria_IBS,WestEurasia,Spain,43.3,-4,5,Coriell Cell Repositories,HOG,array,0
HG01515,Spanish_Pais_Vasco_IBS,WestEurasia,Spain,42.8,-2.7,5,Coriell Cell Repositories,HOG,array,0
HG01516,Spanish_Pais_Vasco_IBS,WestEurasia,Spain,42.8,-2.7,5,Coriell Cell Repositories,HOG,array,0
HG01518,Spanish_Pais_Vasco_IBS,WestEurasia,Spain,42.8,-2.7,5,Coriell Cell Repositories,HOG,array,0
HG01700,Spanish_Pais_Vasco_IBS,WestEurasia,Spain,42.8,-2.7,5,Coriell Cell Repositories,HOG,array,0
HG01702,Spanish_Pais_Vasco_IBS,WestEurasia,Spain,42.8,-2.7,5,Coriell Cell Repositories,HOG,array,0
HG01536,Spanish_Cataluna_IBS,WestEurasia,Spain,41.8,1.5,5,Coriell Cell Repositories,HOG,array,0
HG01537,Spanish_Cataluna_IBS,WestEurasia,Spain,41.8,1.5,5,Coriell Cell Repositories,HOG,array,0
HG01761,Spanish_Cataluna_IBS,WestEurasia,Spain,41.8,1.5,5,Coriell Cell Repositories,HOG,array,0
HG01762,Spanish_Cataluna_IBS,WestEurasia,Spain,41.8,1.5,5,Coriell Cell Repositories,HOG,array,0
HG02220,Spanish_Cataluna_IBS,WestEurasia,Spain,41.8,1.5,5,Coriell Cell Repositories,HOG,array,0
HG01605,Spanish_Valencia_IBS,WestEurasia,Spain,39.5,-0.4,5,Coriell Cell Repositories,HOG,array,0
HG01606,Spanish_Valencia_IBS,WestEurasia,Spain,39.5,-0.4,5,Coriell Cell Repositories,HOG,array,0
HG01607,Spanish_Valencia_IBS,WestEurasia,Spain,39.5,-0.4,5,Coriell Cell Repositories,HOG,array,0
HG01608,Spanish_Valencia_IBS,WestEurasia,Spain,39.5,-0.4,5,Coriell Cell Repositories,HOG,array,0
HG01773,Spanish_Valencia_IBS,WestEurasia,Spain,39.5,-0.4,5,Coriell Cell Repositories,HOG,array,0
HG01613,Spanish_Baleares_IBS,WestEurasia,Spain,39.5,3,4,Coriell Cell Repositories,HOG,array,0
HG01615,Spanish_Baleares_IBS,WestEurasia,Spain,39.5,3,4,Coriell Cell Repositories,HOG,array,0
HG01625,Spanish_Baleares_IBS,WestEurasia,Spain,39.5,3,4,Coriell Cell Repositories,HOG,array,0
HG01626,Spanish_Baleares_IBS,WestEurasia,Spain,39.5,3,4,Coriell Cell Repositories,HOG,array,0
HG01617,Spanish_Murcia_IBS,WestEurasia,Spain,38,-1.1,5,Coriell Cell Repositories,HOG,array,0
HG01618,Spanish_Murcia_IBS,WestEurasia,Spain,38,-1.1,5,Coriell Cell Repositories,HOG,array,0
HG01699,Spanish_Murcia_IBS,WestEurasia,Spain,38,-1.1,5,Coriell Cell Repositories,HOG,array,0
HG01697,Spanish_Murcia_IBS,WestEurasia,Spain,38,-1.1,5,Coriell Cell Repositories,HOG,array,0
HG01619,Spanish_Andalucia_IBS,WestEurasia,Spain,37.4,-6,4,Coriell Cell Repositories,HOG,array,0
HG01620,Spanish_Andalucia_IBS,WestEurasia,Spain,37.4,-6,4,Coriell Cell Repositories,HOG,array,0
HG01623,Spanish_Andalucia_IBS,WestEurasia,Spain,37.4,-6,4,Coriell Cell Repositories,HOG,array,0
HG01624,Spanish_Andalucia_IBS,WestEurasia,Spain,37.4,-6,4,Coriell Cell Repositories,HOG,array,0
HG00171,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00174,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00190,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00266,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00183,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00173,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG00182,Finnish_FIN,WestEurasia,Finland,60.2,24.9,8,Coriell Cell Repositories,HOG,array,0
HG01675,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01682,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01676,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01684,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01673,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01678,Spanish_Aragon_IBS,WestEurasia,Spain,41,-1,6,Coriell Cell Repositories,HOG,array,0
HG01705,Spanish_Galicia_IBS,WestEurasia,Spain,42.5,-8.1,5,Coriell Cell Repositories,HOG,array,0
HG01707,Spanish_Galicia_IBS,WestEurasia,Spain,42.5,-8.1,5,Coriell Cell Repositories,HOG,array,0
HG01685,Spanish_Galicia_IBS,WestEurasia,Spain,42.5,-8.1,5,Coriell Cell Repositories,HOG,array,0
HG01686,Spanish_Galicia_IBS,WestEurasia,Spain,42.5,-8.1,5,Coriell Cell Repositories,HOG,array,0
HG01704,Spanish_Galicia_IBS,WestEurasia,Spain,42.5,-8.1,5,Coriell Cell Repositories,HOG,array,0
HG01695,Spanish_Canarias_IBS,WestEurasia,Spain,28.1,-15.4,2,Coriell Cell Repositories,HOG,array,0
HG01694,Spanish_Canarias_IBS,WestEurasia,Spain,28.1,-15.4,2,Coriell Cell Repositories,HOG,array,0
HG01842,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01844,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01846,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01600,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01595,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01596,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01597,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG01598,Kinh_Vietnam_KHV,EastAsia,Vietnam,21,105.9,8,Coriell Cell Repositories,HOG,array,0
HG02687,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02491,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02783,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02688,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02724,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02790,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02601,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
HG02600,Punjabi_Lahore_PJL,SouthAsia,Pakistan,31.5,74.3,8,Coriell Cell Repositories,HOG,array,0
NA19027,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19044,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19020,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19023,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19024,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19017,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19019,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA19026,Luhya_Kenya_LWK,Africa,Kenya,1.3,36.8,8,Coriell Cell Repositories,HOG,array,0
NA20847,GujaratiD_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20899,GujaratiD_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA21125,GujaratiD_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20911,GujaratiD_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA21123,GujaratiD_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20854,GujaratiB_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20882,GujaratiB_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20873,GujaratiB_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20885,GujaratiB_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20898,GujaratiB_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20881,GujaratiA_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20910,GujaratiA_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20858,GujaratiA_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20904,GujaratiA_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20862,GujaratiA_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20866,GujaratiC_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20883,GujaratiC_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA20903,GujaratiC_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA21116,GujaratiC_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
NA21097,GujaratiC_GIH,SouthAsia,India,23.2,72.7,5,Coriell Cell Repositories,HOG,array,0
HG03007,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03006,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03793,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03589,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03009,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03585,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG03012,Bengali_Bangladesh_BEB,SouthAsia,Bangladesh,23.7,90.4,8,Coriell Cell Repositories,HOG,array,0
HG02571,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG02574,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG02464,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG02573,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG02570,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG02465,Gambian_GWD,Africa,Gambia,13.4,16.7,6,Coriell Cell Repositories,HOG,array,0
HG03085,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03078,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03097,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03057,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03052,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03076,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03072,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03069,Mende_Sierra_Leone_MSL,Africa,SierraLeone,8.5,-13.2,8,Coriell Cell Repositories,HOG,array,0
HG03100,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG02943,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG02922,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG02974,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG03109,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG02923,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG03099,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
HG03108,Esan_Nigeria_ESN,Africa,Nigeria,6.5,6,8,Coriell Cell Repositories,HOG,array,0
Ayodo_430C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_460C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_412C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_502C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_438C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_604C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_423C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
Ayodo_458C,Luo,Africa,Kenya,-0.1,34.3,9,George Ayodo,HOG,array,0
CHI007,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
CHI034,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH002,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH006,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH007,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH008,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH009,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH010,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH011,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
DCH012,Thai,EastAsia,Thailand,13.8,100.5,10,European Collection of Cell Cultures,HOG,array,0
Zapo0046,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0097,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0059,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0091,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0082,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0083,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0095,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0076,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0072,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Zapo0064,Zapotec,America,Mexico,17,-96.5,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0016,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0001,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0061,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0049,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0002,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0018,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0024,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0078,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0087,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
Mixa0093,Mixtec,America,Mexico,16.7,-97.2,10,William Klitz / Cheryl Winkler,HOG,array,0
LibyanJew1438,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1601,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1104,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1462,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1263,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1611,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1605,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1639,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
LibyanJew1659,Libyan_Jew,Africa,Libya,32.9,13.2,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
GOR063,Datog,Africa,Tanzania,-3.3,35.7,3,Brenna Henna / Joanna Mountain,HOG,array,0
GOR067,Datog,Africa,Tanzania,-3.3,35.7,3,Brenna Henna / Joanna Mountain,HOG,array,0
GOR049,Datog,Africa,Tanzania,-3.3,35.7,3,Brenna Henna / Joanna Mountain,HOG,array,0
Malta4AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta8AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta7AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta17AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta2AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta16AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta15AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Malta12AM91,Maltese,WestEurasia,Malta,35.9,14.4,8,David Comas / Pierre Zalloua,HOG,array,0
Bolivian41,Bolivian_LaPaz,America,Bolivia,-16.5,-68.2,3,Antonio Salas,HOG,array,0
Bolivian39,Bolivian_LaPaz,America,Bolivia,-16.5,-68.2,3,Antonio Salas,HOG,array,0
Bolivian46,Bolivian_LaPaz,America,Bolivia,-16.5,-68.2,3,Antonio Salas,HOG,array,0
Kusunda10,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda05,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda11,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda01,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda03,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda04,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda07,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda02,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda15,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Kusunda12,Kusunda,SouthAsia,Nepal,28.1,82.5,10,Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild,HOG,array,0
Tunisian200000,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20C1,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20F4,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20D4,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20A5,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20C4,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20D1,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
Tunisian20B4,Tunisian,Africa,Tunisia,36.8,10.2,8,David Comas,HOG,array,0
CRO53,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO103,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO107,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO47,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO41,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO66,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO153,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO31,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO93,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
CRO48,Croatian,WestEurasia,Croatia,43.5,16.4,10,Cristian Capelli / George B. J. Busby / Igor Rudan / Tatijana Zemunik,HOG,array,0
AshkenaziJew5779,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5782,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5783,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5704,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5728,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5790,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
AshkenaziJew5788,Ashkenazi_Jew,WestEurasia,Poland,52.2,21,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey4955,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey5877,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey4953,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey6077,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey5832,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey5075,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey4950,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
SephardiJewTurkey5033,Turkish_Jew,WestEurasia,Turkey,41,29,9,The National Laboratory for the Genetics of Israeli Populations ,HOG,array,0
NOR119,Norwegian,WestEurasia,Norway,60.4,5.4,11,Cristian Capelli / George B. J. Busby / Tor Hervig,HOG,array,0
NOR124,Norwegian,WestEurasia,Norway,60.4,5.4,11,Cristian Capelli / George B. J. Busby / Tor Hervig,HOG,array,0
NOR106,Norwegian,WestEurasia,Norway,60.4,5.4,11,Cristian Capelli / George B. J. Busby / Tor Hervig,HOG,array,0
NOR101,Norwegian,WestEurasia,Norway,60.4,5.4,11,Cristian Capelli / George B. J. Busby / Tor Hervig,HOG,array,0
